"","gene","module"
"1264","USP37",1
"1265","USP49",1
"1266","VKORC1L1",1
"1267","VRK1",1
"1268","VRK2",1
"1269","WDR76",1
"1270","WWC3",1
"1271","XRCC2",1
"1272","XYLB",1
"1273","YAF2",1
"1274","YTHDF3",1
"1275","ZBTB11",1
"1276","ZFP3",1
"1277","ZFP69B",1
"1278","ZMYND19",1
"1279","ZNF121",1
"1280","ZNF239",1
"1281","ZNF260",1
"1282","ZNF280B",1
"1283","ZNF367",1
"1284","ZNF43",1
"1285","ZNF620",1
"1286","ZNF711",1
"1287","ZNF718",1
"1288","ZNF726",1
"1289","ZNF730",1
"1290","ZNF732",1
"1291","ZNF766",1
"1292","ZNF827",1
"1293","ZSWIM7",1
"1294","AKAP8",1
"1295","APBA3",1
"1296","ATG4C",1
"1297","C8orf37",1
"1298","CD320",1
"1299","CEP85",1
"1300","COX15",1
"1301","CTIF",1
"1302","CYTH1",1
"1303","DENND6A",1
"1304","ERMAP",1
"1305","FAM117A",1
"1306","FECH",1
"1307","FOXN2",1
"1308","ICMT",1
"1309","IRF2",1
"1310","JUP",1
"1311","KYAT3",1
"1312","LMO7",1
"1313","MAST3",1
"1314","MELK",1
"1315","MOK",1
"1316","MTPAP",1
"1317","NAV1",1
"1318","NMT2",1
"1319","NSF",1
"1320","PCYOX1",1
"1321","PES1",1
"1322","PEX6",1
"1323","PHKG2",1
"1324","PHLDB1",1
"1325","PITPNM1",1
"1326","PLEKHM3",1
"1327","POMGNT1",1
"1328","PRDM10",1
"1329","PROSER3",1
"1330","RAB35",1
"1331","RFFL",1
"1332","SLC4A5",1
"1333","SPTBN2",1
"1334","TMEM63B",1
"1335","TMEM9B",1
"1336","WHRN",1
"1337","ZBTB26",1
"1338","ZNF839",1
"1339","ZNF845",1
"1340","AGR2",1
"1341","APPL2",1
"1342","BEND7",1
"1343","CDKN2A",1
"1344","CREB3L1",1
"1345","DCTD",1
"1346","ENTPD6",1
"1347","EPB41L1",1
"1348","FAM174B",1
"1349","FKBP7",1
"1350","ICA1",1
"1351","LOX",1
"1352","LYPLA2",1
"1353","MOSPD1",1
"1354","NAV1",1
"1355","NDUFA4L2",1
"1356","PIP5K1B",1
"1357","RPS6KA2",1
"1358","SH3GLB2",1
"1359","SLC7A11",1
"1360","SLC9A8",1
"1361","SMAD9",1
"1362","SYNJ2",1
"1363","TOB1",1
"1364","TRAM2",1
"1365","TRIM56",1
"1366","TTC7A",1
"1367","UGDH-AS1",1
"1368","UNC5D",1
"1369","UNC79",1
"1370","AAMP",1
"1371","AASDHPPT",1
"1372","ABHD17A",1
"1373","ACAA2",1
"1374","ACAT1",1
"1375","ACTR10",1
"1376","AKT1S1",1
"1377","ALAS1",1
"1378","ALG2",1
"1379","AMN1",1
"1380","AMZ2",1
"1381","ANAPC15",1
"1382","ANAPC16",1
"1383","ANXA7",1
"1384","AP1S1",1
"1385","AP4M1",1
"1386","APMAP",1
"1387","APTX",1
"1388","ARF4",1
"1389","ARF5",1
"1390","ARF6",1
"1391","ARFIP2",1
"1392","ARL1",1
"1393","ARL13B",1
"1394","ARMCX1",1
"1395","ASB1",1
"1396","ASF1A",1
"1397","ATF1",1
"1398","ATG101",1
"1399","ATG5",1
"1400","ATP2B4",1
"1401","ATP6V0C",1
"1402","ATP6V0D1",1
"1403","B9D1",1
"1404","BANP",1
"1405","BBIP1",1
"1406","BBS4",1
"1407","BEX2",1
"1408","BLMH",1
"1409","BOD1",1
"1410","BSCL2",1
"1411","C12orf73",1
"1412","C15orf61",1
"1413","C16orf91",1
"1414","C1D",1
"1415","C1GALT1C1",1
"1416","C1orf174",1
"1417","C1orf43",1
"1418","C1orf50",1
"1419","C20orf27",1
"1420","C4orf46",1
"1421","C4orf48",1
"1422","C5orf51",1
"1423","C8orf88",1
"1424","C9orf78",1
"1425","CAPZB",1
"1426","CARD19",1
"1427","CAST",1
"1428","CBWD1",1
"1429","CCDC107",1
"1430","CCDC12",1
"1431","CCDC124",1
"1432","CCDC130",1
"1433","CCDC25",1
"1434","CCDC90B",1
"1435","CCNK",1
"1436","CD2BP2",1
"1437","CDC34",1
"1438","CDC42SE1",1
"1439","CDK11B",1
"1440","CDK2AP2",1
"1441","CDK7",1
"1442","CDK9",1
"1443","CDV3",1
"1444","CFAP20",1
"1445","CHCHD7",1
"1446","CHPT1",1
"1447","CHTOP",1
"1448","CIAO1",1
"1449","CIB1",1
"1450","CINP",1
"1451","CITED2",1
"1452","CNIH4",1
"1453","CNOT11",1
"1454","CNOT3",1
"1455","CNPY3",1
"1456","COMMD2",1
"1457","COMMD7",1
"1458","COPS7A",1
"1459","COPS7B",1
"1460","COPS8",1
"1461","COPZ1",1
"1462","COQ5",1
"1463","COQ7",1
"1464","COX14",1
"1465","COX5A",1
"1466","CREM",1
"1467","CRLS1",1
"1468","CSNK1G2",1
"1469","CTDNEP1",1
"1470","CTSL",1
"1471","CTSV",1
"1472","CTXN1",1
"1473","CUEDC2",1
"1474","CWC22",1
"1475","CWC25",1
"1476","CXorf38",1
"1477","CXorf56",1
"1478","DAD1",1
"1479","DALRD3",1
"1480","DCTN3",1
"1481","DCUN1D5",1
"1482","DESI1",1
"1483","DGCR6L",1
"1484","DGUOK",1
"1485","DNAJA2",1
"1486","DNTTIP1",1
"1487","DOK1",1
"1488","DONSON",1
"1489","DSG2",1
"1490","E2F5",1
"1491","ECD",1
"1492","EIF2B1",1
"1493","ELP5",1
"1494","EMC2",1
"1495","EMC3",1
"1496","EMC4",1
"1497","EMC8",1
"1498","ENOPH1",1
"1499","ENSA",1
"1500","ESCO1",1
"1501","ETF1",1
"1502","EXOSC7",1
"1503","FAAP20",1
"1504","FADD",1
"1505","FAHD2A",1
"1506","FAHD2B",1
"1507","FAM104B",1
"1508","FAM117A",1
"1509","FAM200B",1
"1510","FBXO28",1
"1511","FBXO9",1
"1512","FDPS",1
"1513","FHL3",1
"1514","FIBP",1
"1515","FILIP1L",1
"1516","FKBP8",1
"1517","FKBPL",1
"1518","FLYWCH2",1
"1519","FOXRED1",1
"1520","FTSJ1",1
"1521","FUNDC2",1
"1522","GAR1",1
"1523","GCAT",1
"1524","GDAP2",1
"1525","GEMIN6",1
"1526","GGNBP2",1
"1527","GHITM",1
"1528","GLOD4",1
"1529","GMPR2",1
"1530","GNAI3",1
"1531","GNB2",1
"1532","GOLGA7",1
"1533","GPALPP1",1
"1534","GPANK1",1
"1535","GPKOW",1
"1536","GRK6",1
"1537","GSS",1
"1538","GTF2A2",1
"1539","GTF2B",1
"1540","GTF2E2",1
"1541","GTF2H1",1
"1542","GTF2H5",1
"1543","HAX1",1
"1544","HDHD2",1
"1545","HDLBP",1
"1546","HEBP1",1
"1547","HIST1H4E",1
"1548","HMBS",1
"1549","HMG20B",1
"1550","HNRNPH2",1
"1551","HOXA4",1
"1552","HOXB9",1
"1553","HOXC5",1
"1554","HPS4",1
"1555","HSD17B7",1
"1556","ICE2",1
"1557","IDH2",1
"1558","IDH3B",1
"1559","IDH3G",1
"1560","IER2",1
"1561","IFNGR1",1
"1562","ILKAP",1
"1563","IMPACT",1
"1564","ISCA1",1
"1565","ISOC2",1
"1566","JOSD2",1
"1567","KANSL1-AS1",1
"1568","KAT5",1
"1569","KCNG1",1
"1570","KCTD6",1
"1571","KIAA1143",1
"1572","KIF2A",1
"1573","KLF13",1
"1574","KLHDC2",1
"1575","KRTCAP2",1
"1576","KXD1",1
"1577","LAS1L",1
"1578","LIG3",1
"1579","LIN7C",1
"1580","LRIF1",1
"1581","LRRC61",1
"1582","LSM12",1
"1583","LSM2",1
"1584","LUC7L2",1
"1585","LZTFL1",1
"1586","MAGED2",1
"1587","MAGEH1",1
"1588","MAGI2-AS3",1
"1589","MANBAL",1
"1590","MAP2K2",1
"1591","MAP3K13",1
"1592","MAPKAPK5-AS1",1
"1593","MBIP",1
"1594","MCFD2",1
"1595","MCRIP1",1
"1596","MCTS1",1
"1597","MDP1",1
"1598","MECR",1
"1599","MED21",1
"1600","MED27",1
"1601","MED30",1
"1602","MFF",1
"1603","MIEN1",1
"1604","MKRN2",1
"1605","MLF2",1
"1606","MLST8",1
"1607","MMAB",1
"1608","MMGT1",1
"1609","MOSPD3",1
"1610","MPC2",1
"1611","MPLKIP",1
"1612","MPV17",1
"1613","MRM3",1
"1614","MRPL1",1
"1615","MRPL12",1
"1616","MRPL2",1
"1617","MRPL40",1
"1618","MRPL49",1
"1619","MRPL54",1
"1620","MRPS17",1
"1621","MRPS23",1
"1622","MRPS36",1
"1623","MSL1",1
"1624","MSL3",1
"1625","MZT2A",1
"1626","NANS",1
"1627","NAPA",1
"1628","NARF",1
"1629","NBEAL1",1
"1630","NCAPH",1
"1631","NDUFAB1",1
"1632","NDUFAF3",1
"1633","NDUFAF7",1
"1634","NDUFB5",1
"1635","NDUFS2",1
"1636","NDUFS7",1
"1637","NDUFV1",1
"1638","NELFE",1
"1639","NFU1",1
"1640","NFYC",1
"1641","NIPSNAP3A",1
"1642","NIT1",1
"1643","NKIRAS2",1
"1644","NOC4L",1
"1645","NPAT",1
"1646","NPRL2",1
"1647","NRBF2",1
"1648","NRBP1",1
"1649","NRM",1
"1650","NSMCE1",1
"1651","NSMCE3",1
"1652","NUDT11",1
"1653","NUDT2",1
"1654","NUDT9",1
"1655","NUFIP1",1
"1656","OCIAD1",1
"1657","ODC1",1
"1658","OGDH",1
"1659","OSER1",1
"1660","OXNAD1",1
"1661","PAF1",1
"1662","PAPOLA",1
"1663","PCBP4",1
"1664","PCGF1",1
"1665","PCGF2",1
"1666","PCNP",1
"1667","PDE6D",1
"1668","PDHA1",1
"1669","PDHB",1
"1670","PDXK",1
"1671","PDXP",1
"1672","PDZD11",1
"1673","PEF1",1
"1674","PEX10",1
"1675","PGAP2",1
"1676","PHF6",1
"1677","PLEKHO1",1
"1678","PLRG1",1
"1679","PMPCA",1
"1680","PMVK",1
"1681","POLB",1
"1682","POLR2G",1
"1683","POLR2H",1
"1684","POP5",1
"1685","PPP1R11",1
"1686","PPP2CA",1
"1687","PPP4C",1
"1688","PPP4R2",1
"1689","PPWD1",1
"1690","PQBP1",1
"1691","PRCC",1
"1692","PRDM10",1
"1693","PRDM2",1
"1694","PRELID3B",1
"1695","PRKAG1",1
"1696","PRKAR1A",1
"1697","PRMT1",1
"1698","PRPF31",1
"1699","PRPF38A",1
"1700","PSMB1",1
"1701","PSMB2",1
"1702","PSMB7",1
"1703","PSMD12",1
"1704","PSMD3",1
"1705","PSMG2",1
"1706","PSMG3",1
"1707","PSPH",1
"1708","PTGES2",1
"1709","PWP1",1
"1710","RAB11B",1
"1711","RAB13",1
"1712","RAB14",1
"1713","RAB2A",1
"1714","RAB3IP",1
"1715","RAB5C",1
"1716","RAB7A",1
"1717","RAB9A",1
"1718","RAD23A",1
"1719","RAD51C",1
"1720","RBM18",1
"1721","RBM27",1
"1722","RBM3",1
"1723","RBM42",1
"1724","RBM7",1
"1725","RCE1",1
"1726","RFT1",1
"1727","RHNO1",1
"1728","RLIM",1
"1729","RNF166",1
"1730","RNF187",1
"1731","RNF20",1
"1732","RNF34",1
"1733","RNF7",1
"1734","RNH1",1
"1735","RPE",1
"1736","RPP25L",1
"1737","RPS6KB2",1
"1738","RPUSD2",1
"1739","RSBN1",1
"1740","SAP30BP",1
"1741","SAR1A",1
"1742","SARAF",1
"1743","SARS2",1
"1744","SC5D",1
"1745","SCAMP2",1
"1746","SCML1",1
"1747","SCP2",1
"1748","SDHAF2",1
"1749","SEC13",1
"1750","SEC16A",1
"1751","SEC23B",1
"1752","SF3A1",1
"1753","SFRP2",1
"1754","SFT2D1",1
"1755","SGTA",1
"1756","SIRT6",1
"1757","SLAIN2",1
"1758","SLC25A39",1
"1759","SLC30A5",1
"1760","SLC35B1",1
"1761","SLC39A1",1
"1762","SMARCB1",1
"1763","SMIM12",1
"1764","SMIM7",1
"1765","SNAPC5",1
"1766","SNF8",1
"1767","SNHG21",1
"1768","SNN",1
"1769","SNRNP40",1
"1770","SPATA24",1
"1771","SPATC1L",1
"1772","SPCS1",1
"1773","SPRY2",1
"1774","SRP54",1
"1775","SS18",1
"1776","SSNA1",1
"1777","SSU72",1
"1778","STAMBP",1
"1779","STARD3NL",1
"1780","STARD7",1
"1781","STAU1",1
"1782","STK16",1
"1783","STK32C",1
"1784","STOML2",1
"1785","STRAP",1
"1786","SUGT1",1
"1787","TAF10",1
"1788","TAF12",1
"1789","TAF7",1
"1790","TBCC",1
"1791","TBRG1",1
"1792","TBRG4",1
"1793","TFAM",1
"1794","TFPT",1
"1795","TIMM17A",1
"1796","TIMM22",1
"1797","TM2D2",1
"1798","TMEM134",1
"1799","TMEM14A",1
"1800","TMEM167A",1
"1801","TMEM167B",1
"1802","TMEM170A",1
"1803","TMEM183A",1
"1804","TMEM189",1
"1805","TMEM208",1
"1806","TMEM230",1
"1807","TMEM242",1
"1808","TMEM50B",1
"1809","TMUB1",1
"1810","TOX4",1
"1811","TPX2",1
"1812","TRAF4",1
"1813","TRAP1",1
"1814","TRAPPC3",1
"1815","TRAPPC4",1
"1816","TRIM52-AS1",1
"1817","TRMT10C",1
"1818","TSEN34",1
"1819","TSG101",1
"1820","TSSC4",1
"1821","TSTD2",1
"1822","TTC1",1
"1823","TTC19",1
"1824","TUBGCP2",1
"1825","TUFM",1
"1826","TUSC2",1
"1827","TWF1",1
"1828","TXN2",1
"1829","TXNDC9",1
"1830","TXNL1",1
"1831","UAP1",1
"1832","UBAC1",1
"1833","UBC",1
"1834","UBE2D2",1
"1835","UBE2I",1
"1836","UBE2V2",1
"1837","UFL1",1
"1838","UNC50",1
"1839","UQCRFS1",1
"1840","URM1",1
"1841","UROD",1
"1842","USP14",1
"1843","USP44",1
"1844","UTP23",1
"1845","UTP6",1
"1846","VAMP3",1
"1847","VDAC3",1
"1848","WDR18",1
"1849","WDR61",1
"1850","WDR74",1
"1851","YARS2",1
"1852","YIF1A",1
"1853","YIPF6",1
"1854","YOD1",1
"1855","YY1",1
"1856","ZCRB1",1
"1857","ZDHHC3",1
"1858","ZFAND2B",1
"1859","ZFPL1",1
"1860","ZNF143",1
"1861","ZNF184",1
"1862","ZNF232",1
"1863","ZNF428",1
"1864","ZNF511",1
"1865","ZNF593",1
"1866","ZNF622",1
"1867","ZNF680",1
"1868","ZNF787",1
"1869","ZNF791",1
"1870","ZNRD1",1
"1871","ZSWIM7",1
"1872","ATG101",1
"1873","CARS",1
"1874","CDIPT",1
"1875","CHAC1",1
"1876","DDIT3",1
"1877","DDX19B",1
"1878","DGKZ",1
"1879","ECSIT",1
"1880","OSER1",1
"1881","RASSF1",1
"1882","SHMT2",1
"1883","SNHG7",1
"1884","TRAF4",1
"1885","ZFAND2A",1
"1886","ACAP2",1
"1887","ACIN1",1
"1888","AHCTF1",1
"1889","ANKLE2",1
"1890","AP1G1",1
"1891","AQR",1
"1892","ARFGAP2",1
"1893","BDP1",1
"1894","BNIP2",1
"1895","BRD2",1
"1896","BRMS1L",1
"1897","CAPRIN2",1
"1898","CCDC171",1
"1899","CCNL1",1
"1900","CDK12",1
"1901","CUL2",1
"1902","CWC25",1
"1903","DDX23",1
"1904","DLG3",1
"1905","DNM1L",1
"1906","DYNC1LI2",1
"1907","EFTUD2",1
"1908","EIF4G3",1
"1909","EPN2",1
"1910","EXOSC10",1
"1911","KCTD13",1
"1912","KIF5B",1
"1913","LEO1",1
"1914","LTN1",1
"1915","MED6",1
"1916","METTL16",1
"1917","METTL2B",1
"1918","MIEF1",1
"1919","MMS19",1
"1920","NCK1",1
"1921","NFX1",1
"1922","NOL10",1
"1923","NR1H2",1
"1924","NUFIP2",1
"1925","NUP160",1
"1926","ORAI2",1
"1927","OTUD3",1
"1928","PACSIN2",1
"1929","PANK3",1
"1930","PPP2R2A",1
"1931","PPP4R2",1
"1932","PRPF3",1
"1933","RABEP1",1
"1934","RAF1",1
"1935","RAP1A",1
"1936","RBM27",1
"1937","RPS6KB1",1
"1938","SAMD4B",1
"1939","SIAH1",1
"1940","SIRT1",1
"1941","SLC4A1AP",1
"1942","SLC7A6OS",1
"1943","SMCHD1",1
"1944","SPAG9",1
"1945","SPATA5L1",1
"1946","SPECC1L",1
"1947","SREK1",1
"1948","SRSF4",1
"1949","SUPT6H",1
"1950","TBC1D15",1
"1951","TERF2",1
"1952","THRA",1
"1953","TOPORS",1
"1954","TOX4",1
"1955","TRIM27",1
"1956","UBAP2",1
"1957","UBN1",1
"1958","USP10",1
"1959","UTP6",1
"1960","XPO1",1
"1961","ZHX3",1
"1962","ZNF207",1
"1963","AP1B1",1
"1964","ARHGAP11A",1
"1965","ATG2B",1
"1966","BCL2L11",1
"1967","BDH1",1
"1968","BECN1",1
"1969","C6orf120",1
"1970","CCDC77",1
"1971","CCNYL1",1
"1972","COMMD2",1
"1973","COMMD9",1
"1974","CRTC3-AS1",1
"1975","DLGAP4-AS1",1
"1976","EFNB3",1
"1977","EFR3B",1
"1978","ELK1",1
"1979","EXO1",1
"1980","FAM174B",1
"1981","FAM228B",1
"1982","FEM1C",1
"1983","FOXP4-AS1",1
"1984","GAN",1
"1985","GINS4",1
"1986","HPS3",1
"1987","IL13RA1",1
"1988","LINC01184",1
"1989","LRFN4",1
"1990","LRWD1",1
"1991","MLLT6",1
"1992","MNT",1
"1993","NADSYN1",1
"1994","NFKBIL1",1
"1995","PDGFRB",1
"1996","PES1",1
"1997","PHF1",1
"1998","PLEKHM3",1
"1999","PRPF4",1
"2000","RAB34",1
"2001","RRNAD1",1
"2002","SERTAD2",1
"2003","SGMS1",1
"2004","SLX4",1
"2005","ST7L",1
"2006","STRADA",1
"2007","STXBP1",1
"2008","SV2A",1
"2009","TAB3",1
"2010","TADA1",1
"2011","TAF13",1
"2012","TBC1D8",1
"2013","TCP11L1",1
"2014","TMEM8A",1
"2015","TSEN15",1
"2016","TSPAN12",1
"2017","ULK4",1
"2018","XAB2",1
"2019","ZBTB8B",1
"2020","ZC3H3",1
"2021","ZDHHC16",1
"2022","ZHX1",1
"2023","ZNF26",1
"2024","ZNF316",1
"2025","ADAMTS7",1
"2026","CARF",1
"2027","CRY2",1
"2028","HOMER2",1
"2029","IDNK",1
"2030","KLHL15",1
"2031","MARVELD1",1
"2032","NFATC4",1
"2033","RALGPS1",1
"2034","SLC25A38",1
"2035","SPACA6",1
"2036","SVEP1",1
"2037","TNK2",1
"2038","VAMP4",1
"2039","ZNF610",1
"2040","AKNA",1
"2041","ARAP1",1
"2042","CDKL5",1
"2043","CRBN",1
"2044","DNAJA2",1
"2045","DTX3",1
"2046","FLNC",1
"2047","GPR108",1
"2048","GTF2H4",1
"2049","KTN1-AS1",1
"2050","MAP4K2",1
"2051","MLLT6",1
"2052","MMAA",1
"2053","MMD",1
"2054","MTCL1",1
"2055","PATZ1",1
"2056","PPARD",1
"2057","RASL11B",1
"2058","RCAN1",1
"2059","RPRD1B",1
"2060","SDC3",1
"2061","SH3BP5L",1
"2062","SH3RF2",1
"2063","SLC16A7",1
"2064","SLC9A3R1",1
"2065","SPACA6",1
"2066","SPSB3",1
"2067","TMEM143",1
"2068","ZMAT3",1
"2069","ZNF202",1
"2070","AGAP4",1
"2071","ATF6B",1
"2072","CLOCK",1
"2073","FAM53A",1
"2074","KLHL12",1
"2075","MEGF9",1
"2076","MYNN",1
"2077","PATZ1",1
"2078","PC",1
"2079","SLC12A6",1
"2080","SLC30A4",1
"2081","SLC35A5",1
"2082","TNK2",1
"2083","AMER1",1
"2084","C5orf38",1
"2085","CABYR",1
"2086","DMPK",1
"2087","GRK6",1
"2088","IFT27",1
"2089","IRX2",1
"2090","KAT2B",1
"2091","KIF21B",1
"2092","RNF26",1
"2093","STAT6",1
"2094","AKAP11",1
"2095","ALG3",1
"2096","ASB13",1
"2097","CLN3",1
"2098","CXorf56",1
"2099","DHDDS",1
"2100","DTNA",1
"2101","DUSP9",1
"2102","E2F1",1
"2103","EIF4A3",1
"2104","FBXO33",1
"2105","GALT",1
"2106","HNRNPH2",1
"2107","IPO4",1
"2108","KDM5C",1
"2109","MRPL24",1
"2110","MRPL49",1
"2111","NFIL3",1
"2112","NPTN",1
"2113","PDK2",1
"2114","RAB3IP",1
"2115","SDE2",1
"2116","SEMA6D",1
"2117","SLC25A46",1
"2118","SYT14",1
"2119","TADA1",1
"2120","TAF6L",1
"2121","TBC1D20",1
"2122","TESK2",1
"2123","TP53INP1",1
"2124","ZBTB11",1
"2125","ZBTB25",1
"2126","ZDHHC14",1
"2127","ZNF503-AS2",1
"2128","BAG3",1
"2129","ERCC6L",1
"2130","HAUS7",1
"2131","HIST1H2AC",1
"2132","JOSD2",1
"2133","JPH3",1
"2134","KLHL26",1
"2135","LYRM9",1
"2136","NADK",1
"2137","NFATC1",1
"2138","PIGQ",1
"2139","PKP2",1
"2140","PNPLA6",1
"2141","PSMC3IP",1
"2142","SLC43A3",1
"2143","TIPARP",1
"2144","ZDHHC5",1
"2145","C1R",1
"2146","EDC3",1
"2147","GABPB2",1
"2148","KIAA0930",1
"2149","MON1B",1
"2150","NFATC3",1
"2151","OSBPL6",1
"2152","RCL1",1
"2153","SKIDA1",1
"2154","WIPF2",1
"2155","WWP2",1
"2156","XKR5",1
"2157","AMZ2",1
"2158","DEPDC5",1
"2159","ELMO2",1
"2160","GRAMD1B",1
"2161","LATS2",1
"2162","NECAP1",1
"2163","PHLPP2",1
"2164","SMARCD2",1
"2165","SMIM14",1
"2166","SOX12",1
"2167","STK11",1
"2168","ZSCAN23",1
"2169","ACP6",1
"2170","AMT",1
"2171","ASTN2",1
"2172","BMP1",1
"2173","CACNG4",1
"2174","CALCOCO1",1
"2175","CDC34",1
"2176","CDK9",1
"2177","CHST2",1
"2178","CLN5",1
"2179","CNN3",1
"2180","CNR1",1
"2181","CORO7",1
"2182","CPNE2",1
"2183","DLG4",1
"2184","DUS3L",1
"2185","FAM181A",1
"2186","FBLIM1",1
"2187","FHOD1",1
"2188","FJX1",1
"2189","GPC4",1
"2190","GRIA1",1
"2191","GRWD1",1
"2192","HAGHL",1
"2193","HDDC3",1
"2194","IDNK",1
"2195","KANSL1-AS1",1
"2196","KATNA1",1
"2197","KBTBD6",1
"2198","KLHL29",1
"2199","LHPP",1
"2200","LINC00863",1
"2201","LRWD1",1
"2202","MDM1",1
"2203","METRNL",1
"2204","MGAT4A",1
"2205","NDRG4",1
"2206","NKIRAS1",1
"2207","NUDCD1",1
"2208","OLFM2",1
"2209","PAQR8",1
"2210","PDK1",1
"2211","PEX5L",1
"2212","PGM2",1
"2213","PHACTR1",1
"2214","PI4K2A",1
"2215","PINK1",1
"2216","PLAC8L1",1
"2217","POLR3F",1
"2218","RABGGTB",1
"2219","RAD51",1
"2220","RNF167",1
"2221","RNF25",1
"2222","RTKN",1
"2223","SBF2-AS1",1
"2224","SIAH1",1
"2225","SLC4A2",1
"2226","SMTN",1
"2227","SP4",1
"2228","SRC",1
"2229","ST6GALNAC6",1
"2230","STXBP5-AS1",1
"2231","SYVN1",1
"2232","THAP11",1
"2233","THBS4",1
"2234","TIMM21",1
"2235","TMEM167B",1
"2236","TMEM184B",1
"2237","TNFAIP6",1
"2238","TPBG",1
"2239","TTC26",1
"2240","UBE2D1",1
"2241","USP20",1
"2242","WDR77",1
"2243","ZNF229",1
"2244","ZNF337",1
"2245","ZNF470",1
"2246","ZNF584",1
"2247","ZNF589",1
"2248","ZNF71",1
"2249","ZNF749",1
"2250","ZNF862",1
"2251","ADAT1",1
"2252","CERCAM",1
"2253","DOK1",1
"2254","GNPDA2",1
"2255","NKD2",1
"2256","PPP1R26",1
"2257","SNAI3-AS1",1
"2258","SOCS5",1
"2259","SSX2IP",1
"2260","TMEM91",1
"2261","TRMT1L",1
"2262","UHMK1",1
"2263","ZNF317",1
"2264","ATP8B2",1
"2265","GNA13",1
"2266","KLF7",1
"2267","LINC01339",1
"2268","NTRK3",1
"2269","PLXNA4",1
"2270","PRR7",1
"2271","RELB",1
"2272","SIX4",1
"2273","SLC35B2",1
"2274","STAMBPL1",1
"2275","TMEM101",1
"2276","TRAF7",1
"2277","ZNF865",1
"2278","ANKRD52",1
"2279","ASF1A",1
"2280","ATXN1L",1
"2281","B3GNTL1",1
"2282","BAHD1",1
"2283","BPGM",1
"2284","CD74",1
"2285","CUX2",1
"2286","CYBRD1",1
"2287","DPP9",1
"2288","EFNA2",1
"2289","EVI5L",1
"2290","GAN",1
"2291","GYG1",1
"2292","KREMEN1",1
"2293","LINC00683",1
"2294","LRFN3",1
"2295","MIR646HG",1
"2296","NDRG4",1
"2297","NTN5",1
"2298","PHF1",1
"2299","PLCD1",1
"2300","PLXNA4",1
"2301","PPARA",1
"2302","PYGL",1
"2303","RNASEH2B-AS1",1
"2304","RNF185",1
"2305","SH3D21",1
"2306","SLC48A1",1
"2307","TWF2",1
"2308","UBXN11",1
"2309","UNC119B",1
"2310","WBP1L",1
"2311","ARHGAP1",1
"2312","C19orf54",1
"2313","CYFIP2",1
"2314","LPCAT4",1
"2315","LPIN1",1
"2316","PHF1",1
"2317","RAB9B",1
"2318","RGS5",1
"2319","TCEANC2",1
"2320","TEAD4",1
"2321","TFE3",1
"2322","WTIP",1
"2323","ACTR1A",1
"2324","AGPAT1",1
"2325","AKT1S1",1
"2326","APH1B",1
"2327","ARAP1",1
"2328","ASB6",1
"2329","ATG2A",1
"2330","ATP13A1",1
"2331","ATP23",1
"2332","BPGM",1
"2333","C4orf46",1
"2334","CARM1",1
"2335","CCDC74A",1
"2336","CCND3",1
"2337","CCNYL1",1
"2338","CDC25B",1
"2339","CDC42EP1",1
"2340","CERS2",1
"2341","CNOT8",1
"2342","CNP",1
"2343","CORO1B",1
"2344","CTR9",1
"2345","CYHR1",1
"2346","DCBLD1",1
"2347","DDR1",1
"2348","EGLN2",1
"2349","ESRRA",1
"2350","FAM20B",1
"2351","FAM89B",1
"2352","FBRS",1
"2353","FLNA",1
"2354","FOXO3B",1
"2355","GIPC1",1
"2356","GRINA",1
"2357","HUWE1",1
"2358","INPPL1",1
"2359","KCNH2",1
"2360","KCNJ14",1
"2361","KCTD15",1
"2362","KLF8",1
"2363","LINC00893",1
"2364","LINC01500",1
"2365","LRP10",1
"2366","MAML1",1
"2367","MCRS1",1
"2368","MIEF2",1
"2369","MKNK1",1
"2370","NEFH",1
"2371","NEURL4",1
"2372","NPIPA1",1
"2373","PACS2",1
"2374","PAQR7",1
"2375","PER1",1
"2376","PIAS3",1
"2377","PLSCR3",1
"2378","PNPLA6",1
"2379","POLR3E",1
"2380","PSKH1",1
"2381","PYM1",1
"2382","QRICH1",1
"2383","RAD52",1
"2384","RALGDS",1
"2385","RBM14",1
"2386","RDM1",1
"2387","RLIM",1
"2388","RND2",1
"2389","RNF31",1
"2390","RNF44",1
"2391","RTN2",1
"2392","RXRA",1
"2393","SBF1",1
"2394","SCPEP1",1
"2395","SERTAD3",1
"2396","SH3BP2",1
"2397","SKIV2L",1
"2398","SLC35C2",1
"2399","SMARCD3",1
"2400","SMYD5",1
"2401","SNN",1
"2402","SRF",1
"2403","SRSF6",1
"2404","STK40",1
"2405","STPG2",1
"2406","TBC1D25",1
"2407","TBC1D8",1
"2408","TBL2",1
"2409","TEAD2",1
"2410","TMED7",1
"2411","TMEM63B",1
"2412","TST",1
"2413","VWA1",1
"2414","ZFHX2",1
"2415","ZNF335",1
"2416","ZNF347",1
"2417","ZNF771",1
"2418","ZNF787",1
"2419","ZNF865",1
"2420","BBIP1",1
"2421","C1orf198",1
"2422","MED26",1
"2423","MOSPD2",1
"2424","PJA1",1
"2425","POLR3A",1
"2426","PPP6C",1
"2427","PWWP2A",1
"2428","STAT3",1
"2429","TMEM167B",1
"2430","TRAK2",1
"2431","ARHGAP25",1
"2432","CDC42SE2",1
"2433","CPS1",1
